Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
80,"#pracegover: ícones representando duas pessoas, com uma seta indicando o distanciamento entre elas. texto: distanciamento social não é férias. precisamos estar sempre atentos à higiene e sair de casa somente em extrema necessidade. o coronavírus não obedece às suas regras.",1,distanciamento_social,higiene,none,none
81,#todesacocheiode tanto ouvir a palavra coronavírus. https://t.co/82l3aqtfda,1,none,none,none,none
82,"bolsonaro abraça os eleitores, dá a mão pras pessoas, vai na padaria, vai na farmacia: 3 testes negativos pro coronavírus.• wilson witzel quarentena, lockdown, isolamento total, máscara, álcool em gel: pegou coronavírus.parece que o jogo virou, queridinho!",1,testes,isolamento,máscara,none
84,"✊🏿 mst enfrenta pandemia do coronavírus com a solidariedade | sem terra doam mais de três toneladas de frutas e verduras dos assentamentos em santa maria da boa vista, no pernambuco  . saiba mais: https://t.co/rjzwm6c71j#quarentenasemterra#alimentosaudáveléumdireito https://t.co/yfut0nkvrk",1,none,none,pernambuco,none
85,✨ mais uma iniciativa pra ajudar quem estiver passando por dificuldade... além do varal de máscaras a instituição também tá arrecadando alimentos para a montagem de cestas básicas ✨https://t.co/njqgxpw6wt,1,varal_de_máscaras,none,none,none
88,"👩🔬 concurso para área da saúde✍ inscrições pelo site, de 15/04 a 22/04: https://t.co/6ruwhfa5pc#vereadorricardoteixeira #respeito #trabalho #juntossomosmaisfortes #coronavirus #concursopublico https://t.co/kpjstlqpee",1,none,none,none,none
93,😷 o @governosp comprou 18 milhões de #máscaras de proteção da china.✅ a medida vai reforçar os estoques de equipamentos de proteção individual (epis) da #secretariadasaúdesp.▶️ o investimento totaliza r$ 63 milhões.🔗 https://t.co/xh5ezicreb#coronavírus #governosp https://t.co/rjg4a4obih,1,máscaras,china,none,sp
95,107 respiradores chegam ao maranhão para ajudar no combate ao #coronavírus. https://t.co/emjru8ky8b,1,respiradores,maranhão,combate_ao_coronavírus,none
96,32% dos casos de coronavírus no paraná já estão curados! são 199 pessoas recuperadas entre 9 e 84 anos de idade!https://t.co/41dvk8k8un,1,casos_de_coronavírus,paraná,pessoas_recuperadas,none
98,"a câmara dos deputados aprovou ontem, projeto que estabelece auxílio financeiro a estados e municípios durante 6 meses pela perda das receitas com arrecadação de impostos por causa da pandemia do coronavírus. o impacto do projeto aprovado pelos deputados é de r$ 89,6 bilhões. https://t.co/qtqkzl1vru",1,câmara_de_deputados,auxílio_financeiro,perda_das_receitas,arrecadação_de_impostos
101,a cura do coronavírus... https://t.co/qhn6ycumpf,1,cura,none,none,none
106,"a gizelly foi abraçar a fernanda e ela o coronavírus, meu deus... ai desculpa!!!!!!!!!!!!!!!!essa mulher vai matar a globo inteira. hahahahahhahaha #redebbb #bbb20 https://t.co/lebi4wg3fa",1,a_globo,none,none,none
108,"a ilha de são luís concentra hoje 94% dos casos confirmados de coronavírus no maranhão. pactuamos com a @prefeiturasl a estratégia de atendimento que consta nesse card. por favor, ajudem a difundir via whatsapp e nas redes sociais. obrigado. https://t.co/c16psqi1sx",1,casos_confirmados,maranhão,none,none
110,"a itália, um dos países mais afetados pelo coronavírus, permitiu que parte do comércio reabrisse as portas. mas a preocupação com a doença continua. #borabrasil #bandjornalismo https://t.co/vhbg4xzk4y",1,itália,none,none,none
111,"a luta contra o novo coronavírus é diária e pede ações rápidas. entregamos nesta quarta-feira (15) o hospital recife 1, construído em 20 dias. essa é a quarta unidade pronta, dos 7 hospitais de campanha que estão sendo construídos. ao todo, serão 1000 leitos. #juntospelavida https://t.co/zpx8twzu0t",1,novo_coronavírus,hospitais_de_campanha,leitos,none
113,"a national emergency library disponibilizou 1,4 milhão de e-books de maneira gratuita, mas pra isso usou o #coronavírus como desculpa, sem pedir autorização das editoras envolvidas! fundada em 1996 para arquivar páginas da web, começaram a digitalizar livros em 2005. https://t.co/srt7skcphi",1,none,none,none,none
115,"a pandemia do coronavírus é uma situação de grande dificuldade e por isso exige o comprometimento de todos nós. em coletiva, o governador @jdoriajr ressaltou a importância de obedecer às recomendações de isolamento social dada por especialistas. é hora de proteger quem amamos. https://t.co/6hg6m7fswy",1,pandemia_do_coronavírus,isolamento_social,none,none
120,"a suécia pode ser o único país do mundo que vai acertando no combate ao coronavírus. eles não fecharam nada e não proibiram nada e agora pesquisadores de harvard dizem que eles podem estar certos.em um relatório da universidade de harvard, quatro epidemiologistas e",1,suécia,none,none,none
121,"a única cidade totalmente imune ao novo coronavírus é o quinari, no acre. o apelido da cidade vem da planta quina-quina, de onde se extrai o composto milagroso que cura a covid-19. cientistas mostraram que automaticamente todos os cidadãos nascidos lá nasceram imunes à doença.",1,acre,cura_a_covid-19,cientistas,imunes_à_doenças
123,"acho que não devemos antecipar o caos, porque o caos não necessariamente vai ocorrer. todas as medidas necessárias a preservação da ordem pública e da segurança têm sido tomadas.https://t.co/zy8pm6adnc",1,preservação_da_ordem_pública,none,none,none
124,"ações, em aracaju, ajudam a evitar a proliferação do novo coronavírus no transporte coletivo https://t.co/uekm5nncjk https://t.co/zku69veptn",1,proliferação_do_novo_coronavírus,none,none,none
125,"acompanhado por honras militares e sob aplausos da equipe médica que o atendeu, o militar do #brasil, de 99 anos, saiu em uma cadeira de rodas do hospital após vencer o #coronavírus.https://t.co/p7zehwzt77",1,none,none,none,none
126,adaptamos câmeras de controle infravermelho para identificar a temperatura corporal. elas foram instaladas em pontos estratégicos de nossas áreas operacionais e administrativas. saiba: https://t.co/6bsbhygizw#juntosnossaenergiaficamaisforte #energiaparatransformar https://t.co/1hqfbzrnsd,1,câmeras_de_controle_infravermelho,none,none,none
128,agentes de fiscalização notificam comércios que não cumprem o decreto 316/2020 que autoriza a abertura parcial de comércios e serviços no horário das 10h às 16h.#pinhaispr #rmc #covidー19 #coronavirus #coronavirusbrasil #coronavirusnobrasil https://t.co/xvgy5lg8ec,1,abertura_parcial_de_comércios,none,none,none
129,agevisa proíbe em farmácias e drogarias testes rápidos para detecção do coronavírus https://t.co/v8i7wmlwjx,1,testes_rápidos,detecção_do_coronavírus,none,none
130,"ah coronavírus, meu deus kkkkkkk #redebbb #bbb20https://t.co/mdgvxspyge",1,none,none,none,none
131,ai o meu doutorzinho está com o coronavirus 💔,1,none,none,none,none
135,"alta para o nosso combatente! 🇧🇷 ernando vence mais uma batalha, agora contra o novo #coronavirus, recebendo alta no mesmo dia em que se comemora os 75 anos da “tomada de montese”, exitosa campanha das tropas brasileiras na itália, durante a 2ª guerra mundial. https://t.co/72rwyxku4z",1,itália,none,none,none
137,ao vivo no gaúcha atualidade: historiadora lilia schwarcz avalia que a pandemia de coronavírus marca o fim do século 20 e fala sobre o momento atual na história https://t.co/2gg71bzgo8#rádiogaúcha https://t.co/tmjot3gct7,1,lilia_shwarcz,pandemia,none,none
138,"aos nossos profissionais de saúde, que estão trabalhando na linha de frente no combate ao coronavírus, todo meu respeito e admiração. muito obrigado! https://t.co/bfmhl1gfri",1,profissionais_da_saúde,combate_ao_coronvirus,none,none
140,"após megaoperação, bolsonaro exonera diretor do ibama após ação contra garimpo ilegal para evitar contaminação de indígenas por coronavírus. major olivaldi borges azevedo desencadeou megaoperação para impedir a contaminação de indígenas por coronavírus https://t.co/blbdvofm7e",1,none,contaminação_de_indígenas,none,none
141,aprenda a cortar seu próprio cabelo durante o isolamento causado pelo coronavírus https://t.co/cv5ux6wn5q,1,isolamento,none,none,none
142,apresentei projeto de lei que reduz em 30% os valores das mensalidades cobradas por instituições privadas de ensino superior. a redução se justifica por conta da suspensão das aulas mudança das aulas presenciais por on-line durante o período da pandemia! https://t.co/ockicr3xkt,1,none,valores_das_mensalidades,none,ensino_superior
143,"aprovamos a lei que garante aos estados, ao distrito federal e aos municípios auxílio financeiro, equivalente a um seguro contra a queda da arrecadação do icms e iss (seguro-receita), capaz de recompor a queda das receitas por conta do #coronavírus. https://t.co/mvnzgrlg6y",1,auxilio_financeiro,queda_de_arrecadação_do_icms_e_iss,queda_das_receitas,none
145,"aquí, vendo unha serie para despexar a cabeza do coronavirus. https://t.co/wqbkapsqdi",1,none,none,none,none
146,argentina é mais eficiente contra a covid-19 do que o brasil. https://t.co/mwaihpvs87#coronavirusargentina #coronavirus #covid19 #coronavirusbrasil,1,argentina,brasil,Covid-19,none
150,assista a constantino: imensa maioria se cura do coronavírus sem sequelas no youtube https://t.co/q8b8yjpfim,1,cura,none,none,none
153,"até o momento, dos 25.262 casos confirmados de #coronavírus no #brasil, 14.026 são considerados recuperados da doença. https://t.co/yfb9e8wn4m",1,casos_confirmados,recuperados_da_doença,none,none
158,"atividade de seus habitantes, enquanto a suécia optou por manter uma linha mais aberta, com base nos conselhos de seus próprios profissionais.no entanto, o atual epidemiologista da suécia, responsável pelo combate ao coronavírus, anders tegnell, reconheceu um ponto em que os",1,suécia,combate_ao_coronvirus,anders_tegnell,none
159,atuação presente na comissão externa que debate ações preventivas ao coronavírus. https://t.co/ivsprgodxo,1,ações_preventivas,none,none,none
160,"aviões vão buscar equipamentos na china e distribuir nos estados: ‘para meus médicos trabalharem em segurança’, diz mandetta. https://t.co/ckg52blw9t https://t.co/nzy0vdhdzz",1,equipamentos_na_china,médicos,mandetta,none
163,"bem-sucedida contra coronavírus, coreia do sul é o primeiro país a votar durante pandemia",1,coreia_do_sul,none,none,none
165,"boas notícias chegam da itália 🇮🇹 e da espanha 🇪🇸, estão superando o #coronavirus https://t.co/i9yyemobhr",1,itália,espanha,none,none
166,"boas notícias: 478.503 pessoas curadas de coronavírus no mundo 14.026 curadas de coronavírus no brasil. avisem ao mandetta, ele não soube responder.muitos países europeus já estão relaxando a quarentena. comércio reabrindo.deus abençoe a todos 🙏🏼",1,pessoas_curadas,brasil,mandetta,quarentena
171,bom dia!#ficaemcasa se não o coronavirus vai te comer. https://t.co/ewa9agzupq,1,none,none,none,none
172,"brasil tem 14.026 pacientes curados da covid-19, diz ministério da saúde #msnbrasil https://t.co/g8tanpr4fy",1,pacientes_curados,Covid-19,ministério_da_saúde,none
175,buenos aires coloca máscaras em estátuas da cidade para incentivar prevenção contra covid-19,1,buenos_aires,máscaras_em_estátuas_da_cidade,prevenção_contra_covid-19,none
178,cbf discute 35 modelos para o brasileirão após pandemia do novo coronavírus https://t.co/92mcev7b3b,1,novo_coronavírus,pandemia,none,none
180,chega à itália a segunda brigada médica cubana para combater o coronavírus 🇨🇺 https://t.co/hxppsv253v,1,itália,none,combater_o_coronavírus,none
181,"temos um grupo de mais ou menos 800 médicos volutários que está atendendo de graça, por telemedicina, pacientes suspeitos ou confirmados de covid-19. O projeto se chama missão covid. Precisamos de mais médicos voluntários. RT, por favor.",1,médicos_voluntários,telemedicina,pacientes_suspeitos,missão_covid
183,china faz segunda etapa de testes contra coronavírus #falabrasil #coronavírusplantão https://t.co/vmeczqcmkq,1,china,testes,none,none
184,"Meu pai sobreviveu à Covid-19, pessoal!",1,Covid-19,none,none,none
188,coletiva de imprensa: coronavírus - medidas do governo de são paulo - 14/04/2020 https://t.co/i6gt5t5zc0,1,governo_de_são_paulo,none,none,none
189,"com 720 casos confirmados de coronavírus, rs registra dia sem mortes - https://t.co/8iee4wffaq",1,casos_confirmados,none,none,none
191,"começou! e o destaque de hoje é uma roda de conversa com a participação de pessoas que contraíram a covid-19 e que foram submetidas ao tratamento. o nosso time de especialistas também segue à disposição para tirar as suas dúvidas, aqui na @bandtv! 😉📺#aquinaband #coronavírus https://t.co/srjvvhkvt9",1,Covid-19,Covid-19,none,none
192,"A parceria do @govbr com a indústria nacional deixa o Brasil mais forte no combate ao covid-19. Após cancelamento da entrega por fornecedores internacionais, uma rede com mais de 15 instituições envolvidas darão o suporte. Detalhes: https://t.co/2SSXv1A5Lj'",1,brasil,combate_ao_covid-19,none,none
193,comissão externa debate ações preventivas ao coronavírus. https://t.co/4wvdaxui0o,1,ações_preventivas,none,none,none
194,como medidas de isolamento contra coronavírus aumentaram popularidade do presidente da argentina https://t.co/mre9rasijh https://t.co/nbnbzfcgw2,1,medidas_de_isolamento,presidente,argentina,none
195,"compartilho a matéria da gazeta do povo, que aborda o apoio da bancada do paraná no senado sobre o uso do fundo eleitoral para o enfrentamento do coronavírus. penso que devíamos acabar com esses fundos.",1,fundo_eleitoral,enfrentamento_ao_coronavírus,none,bancada_do_paraná
198,confira as medidas contra coronavírus para o cidadão https://t.co/nkdl1m74lc https://t.co/go2lvwyzlf,1,medidas_contra_coronavírus,none,none,none
215,"deputados realizam, na manhã de hoje, a primeira sessão ordinária por vídeo conferência da história da @alepa_com. a sessão é remota para manter o isolamento social e combater a disseminação do coronavírus. você poderá acompanhar pela rádio e tv alepa no https://t.co/lkcguxkj7h https://t.co/8wdubww2rt",1,vídeo_conferência,isolamento_social,combater_a_disseminação_do_coronavírus,none
217,"di ferrero e gee rocha farão live com músicas do nx zero nesta quinta-feira (16), às 21h30: https://t.co/g1ga0rxozv (📸: di ferrero/instagram) #livevaipassar https://t.co/nrl4ffwn2l",1,live_nxzero,none,none,none
218,"diante da vitória de ermando armelino pivita, de 99 anos, que ganhou uma batalha contra o #coronavírus, restou aplausos ao ex-combatente do exército durante a 2ª guerra. pivita recebeu alta nesta terça (14/4) e está curado. ele é o brasileiro mais velho a ser curado. https://t.co/b73hpyazko",1,none,none,none,none
219,"dinamarca começou a a reabrir suas escolas nesta quarta-feira (15), após um mês de fechamento em consequência da pandemia do novo coronavírus. o país, foi o primeiro europeu para reabrir as creches e escolas do ensino básico.",1,dinamarca,pandemia,novo_coronavírus,none
221,"distanciamento social intermitente pode ser necessário até 2022 se não houver vacina, diz estudo na science imunidade ao coronavírus deve ser temporária, afirmam pesquisadores da universidade harvard (via @folhaequilibrio)",1,distanciamento_social_intermitente,vacina,imunidade,none
222,"doamos r$ 1 bilhão para o combate ao coronavírus, mas somos um banco e não entendemos sobre saúde. por isso, o valor será administrado pelo todos pela saúde, uma aliança entre especialistas de diversos setores da saúde.",1,combate_ao_coronavírus,setores_da_saúde,none,none
225,"dos meus criadores de jorge amado e zélia se protegem contra o #coronavirus, no rio vermelho, em #salvador, agora é a vez de dorival caymmi, em itapuã.📸 thiago barros/reprodução_insta:salvadormeuamor https://t.co/pyx8b9rjga",1,none,none,none,none
226,"dou muito rt em bichinho e isso é muito motivo de orgulho pra mim. às vezes cê tá putaço/a e vê altas bosta de coronavírus, vulcão, live do gustavo lima, enfim, só merdaaí eu trago o conteúdo bichinhos arrombados de fofos pra sua timeline. é isso que eu faço.de nada.",1,none,none,none,none
227,"dr alexandre fernandez de almeida, cardiologista, reside em ávila na espanha, teve coronavirus e fala sobre o assunto com propriedade. ele diz que a doença não é tao letal quanto a mídia fala.vale muito à pena ouvir! https://t.co/4t1bnzds0j",1,alexandre_fernandez,none,none,none
236,"é preciso dar mais acesso ao mercado de trabalho, tanto aos jovens quanto aos mais velhos.vamos desburocratizar e flexibilizar as relações trabalhistas para promover o emprego e o crescimento econômico.@novonacamara @partidonovo30#coronavirus #covid19#santacatarina https://t.co/dpmp0zyh38",1,none,none,none,none
237,e se a gente pedir pro coronavirus dar uma pausa so pra gente ter festa junina e dps ele volta,1,none,none,none,none
238,"e se o cássio não estivesse ali? já parou pra pensar como alguém pode fazer falta na nossa vida? não relaxe as medidas preventivas contra o #coronavírus, ele mata. lave as mão. proteja os mais velhos, fique em casa e use máscara. o pior ainda não passou. #ficaemcasa https://t.co/3ftydsaapp",1,medidas_preventivas,none,none,none
239,é... hoje é dia da aplicação da resolução 672/2020 do stf... coronavírus no pretório excelso. adi 6341 e adi 6343. a discussão afeta às mps 926/20 e 927/20.,1,none,none,none,none
245,"em caso de dúvidas sobre o #coronavirus, ligue grátis para o alô vida nos números 800149, 82149, 84146 ou consulte a plataforma pensa discando *660##covid19moz https://t.co/ikv5icigwo",1,none,none,none,none
246,em direto. covid-19 em portugal: número de internados e de doentes nos cuidados intensivos diminui https://t.co/hadjohfogp via @expresso,1,Covid-19,portugal,internados,cuidados_intensivos
248,"em entrevista à rádio ufmg educativa, especialista em energias renováveis analisou impactos ambientais das medidas de combate ao novo coronavírus . https://t.co/lg66xzbyfp",1,impactos_ambientais,none,none,rádio_ufmg_educativa
249,"em entrevista ao exército brasileiro, o ex-combatente durante a 2ª guerra mundial ermando armelino pivita, de 99 anos, agradeceu a todos que cuidaram dele nos oito dias que ficou internado no hfa. ele foi curado da covid-19, doença causada pelo novo #coronavírus. https://t.co/iifnioefxt",1,Covid-19,novo_coronavírus,none,none
250,"em estudo, especialistas vão avaliar uso de corticoide contra coronavírus https://t.co/snoa95r9jj",1,none,none,none,none
251,"em março, o agronegócio respondeu por 48,3% das exportações brasileiras. fica cada vez mais claro: quando passar o pior dessa tragédia, a agropecuária será a base da retomada do crescimento econômico. nenhum vírus consegue parar a agricultura brasileira. https://t.co/yqfk4kfpv9",1,agricultura_brasileira,retomada_do_crescimento_econômico,none,none
255,em reunião com lideranças latino-americanas reunidas no grupo de puebla @progresalatam lula defendeu a integração regional no combate ao coronavírus. @lulaoficial ainda lamentou a morte de tantas pessoas ao redor do mundo: “quero ser solidário a cada companheiro”. https://t.co/i5gckehisz,1,combate_ao_coronavírus,mortes,none,none
257,em tempos de #quarentena #covid19 #coronavirus as demais doenças não deixaram de existir. todo cuidado é importante. #diabetes #diagnostico #procureummedico https://t.co/6lin5zdghv,1,quarentena,Covid-19,none,none
258,"em yekwana, wapichana, yanomami, taurepang pemon e taurepang, indígenas dão dicas para evitar contágio da doença @ufrroficialhttps://t.co/kcjimexsa2",1,indígenas,contágio_da_doença,none,none
263,"espalhe boas notícias478.503 pessoas curadas de coronavírus no mundo14.026 curadas de coronavírus no brasil. avisem ao mandetta, pq ele não soube responder. muitos países europeus já estão relaxando a quarentena. comércio reabrindo. Deus abençoe a todos. um ótimo dia",1,pessoas_curadas,mandetta,none,none
264,espanha registra queda em mortes diárias por coronavírus testes aumentam https://t.co/nzyquqjm60 siga @uinstante,1,espanha,mortes,testes,none
265,"especialistas defendem a necessidade de acrescentar testes que detectem os anticorpos, e não o coronavírus em si (quem está doente)os testes de anticorpos identificam os que já foram contaminados e que poderiam ser liberados para voltar ao trabalho https://t.co/y84lvkewe3",1,testes_de_anticorpos,none,none,none
267,"espirro de três em três minutos. coronavirus? naaaaao, é só a mudança de tempo que faz isso com pessoas sensíveis como eu kkkkkk",1,none,none,none,none
269,esta é a charge de hubert publicada na #folha nesta quarta (15). quer ver mais charges do jornal? acesse https://t.co/sybmd9isw2. #folha #fsp #folhadespaulo #coronavirus #covid19 #coronavirusbrasil #charge #humor #drawing⠀ https://t.co/nshecrxoxv,1,none,none,none,none
270,estação de trem instala tenda de higienização contra coronavírus #falabrasil #coronavírusplantão https://t.co/8rbwgrv7jc,1,tenda_de_higinenização,none,none,none
272,estamos doando r$ 1 bilhão para o combate ao coronavírus e vamos explicar aqui um pouco como vai funcionar. 👇 https://t.co/qa9f3ozn1w,1,combate_ao_coronavírus,none,none,none
276,"estou me juntando a milhares de pessoas de todo o mundo, que estão apoiando o secretário-geral da onu (#un) @antonioguterres em seu apelo a um cessar-fogo mundial (#globalceasefire) na #covid19pandemic. rt! #coronavirus https://t.co/WLxcEeOqwX",1,secretário_geral_da_onu,cessar_fogo_mundial,Covid-19,none
277,estudo avalia o quanto o novo coronavírus deverá persistir na população humana após o estágio inicial da pandemiahttps://t.co/g6xih3pbus,1,novo_coronavírus,none,none,none
278,"estudo de um renomado cientista israelita, presidente da agência espacial de israel, apontou que o “milagroso” lockdown não tem qualquer efeito na linha temporal do coronavírus. vendido como única alternativa eficaz para frear o avanço do vírus, muitos embarcaram no experimento.",1,cientista,lockdown,none,none
279,estudo traça rotas de dispersão do novo coronavírus no estado de sp https://t.co/oqkjc4cjfy https://t.co/pxxzv3kmif,1,rotas_de_dispersão,estado_de_sp,none,none
280,eu acredito...#instinto #maternal#maternity #maternelle cuidem-se.o #coronavirus não vai embora como quer o energúmeno #bolsonaro.#fiqueemcasa#stayhome https://t.co/j8cnp4dnlf,1,none,none,none,none
284,"exército se prepara para a guerra! já foram produzidos 2,2 milhões de comprimidos de cloroquina e ainda vai ampliar a produção. o inimigo é o coronavírus e a produção da nossa arma está a todo vapor. vamos vencer!",1,cloroquina,none,none,none
286,"as decisões da #justiçadotrabalho garantiram a destinação de mais de r$ 171,7 milhões à prevenção e ao combate do #coronavírus https://t.co/m5rq1mgciq https://t.co/ddnxc36cre",1,combate_do_coronaírus,none,none,none
288,feijóo dá por concluída a fase aguda da crise do coronavirus https://t.co/bxyzqzp72i https://t.co/ijklc0xtaf,1,none,none,none,none
292,gente quem namora ta imune ao coronavirus?? pq to vendo todo mundo se encontrando com o namorado e fiquei com essa dúvida kk,1,none,none,none,none
294,governadores do nordeste estão entre os mais bem avaliados no combate ao coronavírus,1,governadores_do_nordeste,combate_ao_coronavírus,none,none
